OID_,LAT,LON
2066,32.153043740000001,-117.574517200000003
2067,32.164249540000000,-117.516835270000001
2068,32.175425640000000,-117.459137200000001
2069,32.186572030000001,-117.401423039999997
2070,32.197688679999999,-117.343692809999993
2071,32.208775600000003,-117.285946550000006
2072,32.219832769999996,-117.228184310000003
2073,32.230860180000001,-117.170406099999994
2074,32.241857820000000,-117.112611979999997
2099,31.500849490000000,-120.906476749999996
2100,31.513766680000000,-120.849758120000004
2101,31.526654770000000,-120.793021359999997
2102,31.539513759999998,-120.736266520000001
2103,31.552343629999999,-120.679493609999994
2104,31.565144380000000,-120.622702669999995
2105,31.577915990000001,-120.565893740000007
2106,31.590658439999999,-120.509066849999996
2107,31.603371740000000,-120.452222019999994
2108,31.616055859999999,-120.395359290000002
2109,31.628710800000000,-120.338478690000002
2110,31.641336540000001,-120.281580259999998
2111,31.653933080000002,-120.224664030000000
2112,31.666500410000001,-120.167730019999993
2113,31.679038500000001,-120.110778280000005
2114,31.691547360000001,-120.053808829999994
2115,31.704026970000001,-119.996821720000000
2116,31.716477309999998,-119.939816960000002
2117,31.728898390000001,-119.882794590000003
2118,31.741290180000000,-119.825754649999993
2119,31.753652679999998,-119.768697169999996
2120,31.765985879999999,-119.711622180000006
2121,31.778289760000000,-119.654529710000006
2122,31.790564310000001,-119.597419810000005
2123,31.802809530000001,-119.540292500000007
2124,31.815025400000000,-119.483147810000006
2125,31.827211909999999,-119.425985780000005
2126,31.839369049999998,-119.368806440000000
2127,31.851496810000000,-119.311609829999995
2128,31.863595180000001,-119.254395970000004
2129,31.875664140000001,-119.197164909999998
2130,31.887703699999999,-119.139916679999999
2131,31.899713830000000,-119.082651299999995
2132,31.911694520000001,-119.025368830000005
2133,31.923645770000000,-118.968069270000001
2134,31.935567570000000,-118.910752689999995
2135,31.947459899999998,-118.853419090000003
2136,31.959322749999998,-118.796068529999999
2137,31.971156109999999,-118.738701039999995
2138,31.982959970000000,-118.681316640000006
2139,31.994734330000000,-118.623915380000000
2140,32.006479159999998,-118.566497279999993
2141,32.018194469999997,-118.509062389999997
2142,32.029880230000003,-118.451610729999999
2143,32.041536440000002,-118.394142349999996
2144,32.053163089999998,-118.336657270000003
2145,32.064760170000000,-118.279155540000005
2146,32.076327659999997,-118.221637180000002
2147,32.087865559999997,-118.164102229999997
2148,32.099373849999999,-118.106550729999995
2149,32.110852530000003,-118.048982710000004
2150,32.122301579999998,-117.991398210000000
2151,32.133721000000001,-117.933797260000006
2152,32.145110770000002,-117.876179899999997
2153,32.156470880000001,-117.818546150000003
2154,32.167801330000003,-117.760896070000001
2155,32.179102090000001,-117.703229680000007
2156,32.190373170000001,-117.645547019999995
2157,32.201614550000002,-117.587848120000004
2158,32.212826219999997,-117.530133030000002
2159,32.224008179999998,-117.472401770000005
2160,32.235160399999998,-117.414654380000002
2161,32.246282880000003,-117.356890899999996
2162,32.257375619999998,-117.299111359999998
2163,32.268438590000002,-117.241315799999995
2164,32.279471790000002,-117.183504260000007
2165,32.290475209999997,-117.125676769999998
2190,31.523118960000001,-121.035143820000002
2191,31.536100860000001,-120.978430160000002
2192,31.549053690000001,-120.921698280000001
2193,31.561977420000002,-120.864948209999994
2194,31.574872039999999,-120.808179989999999
2195,31.587737550000000,-120.751393640000003
2196,31.600573929999999,-120.694589199999996
2197,31.613381180000001,-120.637766700000000
