OID_,OID1,OID1_1,Grid,ORIG_FID,LAT,LON
58431,,,BY149,58431,41.516263549999998,-82.358421379999996
58430,,,BY148,58430,41.530397870000002,-82.491213329999994
58756,,,BX152,58756,41.571240140000000,-81.940607979999996
58755,,,BX151,58755,41.585807189999997,-82.073418910000001
58754,,,BX150,58754,41.600237149999998,-82.206284650000001
58753,,,BX149,58753,41.614529930000003,-82.339204719999998
58752,,,BX148,58752,41.628685449999999,-82.472178630000002
59080,,,BW154,59080,41.639859270000002,-81.654973190000007
59079,,,BW153,59079,41.654722470000003,-81.787854339999996
59078,,,BW152,59078,41.669448580000001,-81.920791500000007
58748,,,BX144,58748,41.683933099999997,-83.004602899999995
59077,,,BW151,59077,41.684037500000002,-82.053784190000002
59076,,,BW150,59076,41.698489140000000,-82.186831929999997
59075,,,BW149,59075,41.712803420000000,-82.319934219999993
59074,,,BW148,59074,41.726980240000003,-82.453090570000001
59402,,,BV154,59402,41.738030270000003,-81.634737369999996
57751,,,CA113,57751,41.740329269999997,-87.193830599999998
59073,,,BW147,59073,41.741019520000002,-82.586300510000001
57750,,,CA112,57750,41.749448639999997,-87.327844260000006
59401,,,BV153,59401,41.752915840000000,-81.767800300000005
59072,,,BW146,59072,41.754921160000002,-82.719563519999994
59400,,,BV152,59400,41.767664130000000,-81.900919479999999
59399,,,BV151,59399,41.782275030000001,-82.034094429999996
59070,,,BW144,59070,41.782311200000002,-82.986246840000007
59398,,,BV150,59398,41.796748469999997,-82.167324640000004
59068,,,BW142,59068,41.809149660000003,-83.253136569999995
59397,,,BV149,59397,41.811084360000002,-82.300609640000005
58075,,,BZ115,58075,41.820530120000001,-86.913064419999998
59725,,,BU155,59725,41.821163060000003,-81.481256579999993
59396,,,BV148,59396,41.825282590000000,-82.433948939999993
58074,,,BZ114,58074,41.829942369999998,-87.047194680000004
59724,,,BU154,59724,41.836208489999997,-81.614444809999995
58073,,,BZ113,58073,41.839215150000001,-87.181360720000001
59395,,,BV147,59395,41.839343090000000,-82.567342030000006
58072,,,BZ112,58072,41.848348399999999,-87.315562020000002
59723,,,BU153,59723,41.851116540000000,-81.747690019999993
59394,,,BV146,59394,41.853265759999999,-82.700788430000003
58071,,,BZ111,58071,41.857342050000000,-87.449798070000000
59722,,,BU152,59722,41.865887110000003,-81.880991710000004
59393,,,BV145,59393,41.867050509999999,-82.834287649999993
59721,,,BU151,59721,41.880520120000000,-82.014349390000007
59392,,,BV144,59392,41.880697269999999,-82.967839179999999
60049,,,BT157,60049,41.888777269999999,-81.194156599999999
59391,,,BV143,59391,41.894205929999998,-83.101442530000000
59720,,,BU150,59720,41.895015469999997,-82.147762580000006
60048,,,BT156,60048,41.904120339999999,-81.327411470000001
59719,,,BU149,59719,41.909373070000001,-82.281230780000001
58398,,,BY116,58398,41.909830970000002,-86.765901760000006
60047,,,BT155,60047,41.919326030000001,-81.460724529999993
58397,,,BY115,58397,41.919397199999999,-86.900183409999997
59718,,,BU148,59718,41.923592820000003,-82.414753500000003
58396,,,BY114,58396,41.928823809999997,-87.034501530000000
60046,,,BT154,60046,41.934394249999997,-81.594095280000005
59717,,,BU147,59717,41.937674649999998,-82.548330250000006
58395,,,BY113,58395,41.938110739999999,-87.168855570000005
58394,,,BY112,58394,41.947257919999998,-87.303245029999999
60045,,,BT153,60045,41.949324890000000,-81.727523250000004
59716,,,BU146,59716,41.951618449999998,-82.681960529999998
60373,,,BS159,60373,41.955756579999999,-80.906503999999998
58393,,,BY111,58393,41.956265309999999,-87.437669380000003
60044,,,BT152,60044,41.964117870000003,-81.861007930000000
59715,,,BU145,59715,41.965424149999997,-82.815643840000007
60372,,,BS158,60372,41.971397789999997,-81.039823080000005
60043,,,BT151,60043,41.978773089999997,-81.994548850000001
59714,,,BU144,59714,41.979091650000001,-82.949379690000001
60371,,,BS157,60371,41.986901609999997,-81.173201559999995
59713,,,BU143,59713,41.992620860000002,-83.083167579999994
60042,,,BT150,60042,41.993290450000003,-82.128145500000002
60370,,,BS156,60370,42.002267969999998,-81.306638960000001
60041,,,BT149,60041,42.007669880000002,-82.261797400000006
58720,,,BX116,58720,42.008693309999998,-86.752796070000002
60369,,,BS155,60369,42.017496760000000,-81.440134779999994
58719,,,BX115,58719,42.018274169999998,-86.887265950000000
60040,,,BT148,60040,42.021911269999997,-82.395504040000006
60697,,,BR161,60697,42.022099109999999,-80.618302470000003
58718,,,BX114,58718,42.027715209999997,-87.021772440000007
60368,,,BS154,60368,42.032587870000000,-81.573688550000000
60039,,,BT147,60039,42.036014530000003,-82.529264940000004
58717,,,BX113,58717,42.037016360000003,-87.156315019999994
60696,,,BR160,60696,42.038038940000000,-80.751683299999996
58716,,,BX112,58716,42.046177559999997,-87.290893159999996
60367,,,BS153,60367,42.047541230000000,-81.707299759999998
60038,,,BT146,60038,42.049979579999999,-82.663079589999995
60695,,,BR159,60695,42.053841400000003,-80.885124759999997
58715,,,BX111,58715,42.055198750000002,-87.425506339999998
60366,,,BS152,60366,42.062356719999997,-81.840967930000005
60037,,,BT145,60037,42.063806319999998,-82.796947509999995
58714,,,BX110,58714,42.064079880000001,-87.560154030000007
60694,,,BR158,60694,42.069506390000001,-81.018626359999999
60365,,,BS151,60365,42.077034269999999,-81.974692570000002
60036,,,BT144,60036,42.077494670000000,-82.930868169999997
60693,,,BR157,60693,42.085033809999999,-81.152187600000005
60364,,,BS150,60364,42.091573769999997,-82.108473180000004
59043,,,BW117,59043,42.097830270000003,-86.605031909999994
60692,,,BR156,60692,42.100423569999997,-81.285808009999997
61020,,,BQ162,61020,42.104041920000000,-80.462995879999994
60363,,,BS149,60363,42.105975129999997,-82.242309259999999
59042,,,BW116,59042,42.107565819999998,-86.739653239999996
60691,,,BR155,60691,42.115675560000000,-81.419487090000004
59041,,,BW115,59041,42.117161400000001,-86.874311870000000
61019,,,BQ161,61019,42.120143489999997,-80.596497850000006
60362,,,BS148,60362,42.120238260000001,-82.376200330000003
59040,,,BW114,59040,42.126616939999998,-87.009007260000004
60690,,,BR154,60690,42.130789700000001,-81.553224360000002
60361,,,BS147,60361,42.134363069999999,-82.510145870000002
59039,,,BW113,59039,42.135932380000000,-87.143738900000002
61018,,,BQ160,61018,42.136107600000003,-80.730061180000007
59038,,,BW112,59038,42.145107670000002,-87.278506250000007
60689,,,BR153,60689,42.145765879999999,-81.687019309999997
