OID_,OID1,OID1_1,Grid,ORIG_FID,LAT,LON
155,,,IX155,155,23.498044190000002,-84.492515010000005
2456,,,IQ202,2456,23.498146299999998,-79.410279369999998
1800,,,IS190,1800,23.501342340000001,-80.711292810000003
2128,,,IR196,2128,23.501869190000001,-80.060774629999997
1143,,,IU177,1143,23.502453030000002,-82.117943130000000
814,,,IV170,814,23.502597410000000,-82.874163589999995
484,,,IW162,484,23.510189980000000,-83.736388349999999
154,,,IX154,154,23.510316440000000,-84.598686509999993
1471,,,IT183,1471,23.512169040000000,-81.467463460000005
2455,,,IQ201,2455,23.515817410000000,-79.515614889999995
813,,,IV169,813,23.516593149999999,-82.980107029999999
1142,,,IU176,1142,23.517252859999999,-82.223766789999999
1799,,,IS189,1799,23.517635389999999,-80.816874889999994
2127,,,IR195,2127,23.518851550000001,-80.166238359999994
153,,,IX153,153,23.522474939999999,-84.704886610000003
483,,,IW161,483,23.523267489999999,-83.842468850000003
1470,,,IT182,1470,23.527659230000001,-81.573190220000001
812,,,IV168,812,23.530475460000002,-83.086083040000005
1141,,,IU175,1141,23.531939430000001,-82.329624879999997
2454,,,IQ200,2454,23.533375960000001,-79.620991340000003
1798,,,IS188,1798,23.533815520000001,-80.922494779999994
152,,,IX152,152,23.534519650000000,-84.811115070000000
2126,,,IR194,2126,23.535721160000001,-80.271741480000003
482,,,IW160,482,23.536231369999999,-83.948579820000006
1469,,,IT181,1469,23.543036300000001,-81.678952980000005
811,,,IV167,811,23.544244310000000,-83.192091379999994
2781,,,IP205,2781,23.544914599999998,-79.075587530000007
151,,,IX151,151,23.546450530000001,-84.917371619999997
1140,,,IU174,1140,23.546512709999998,-82.435517140000002
481,,,IW159,481,23.549081610000002,-84.054721000000001
1797,,,IS187,1797,23.549882700000001,-81.028152259999999
2453,,,IQ199,2453,23.550821890000002,-79.726408480000003
2125,,,IR193,2125,23.552477979999999,-80.377283739999996
810,,,IV166,810,23.557899650000000,-83.298131799999993
150,,,IX150,150,23.558267570000002,-85.023656020000004
1468,,,IT180,1468,23.558300230000000,-81.784751490000005
1139,,,IU173,1139,23.560972660000001,-82.541443319999999
480,,,IW158,480,23.561818160000001,-84.160892160000003
2780,,,IP204,2780,23.562936590000000,-79.180911710000004
1796,,,IS186,1796,23.565836879999999,-81.133847070000002
2452,,,IQ198,2452,23.568155180000002,-79.831866090000005
2124,,,IR192,2124,23.569121970000001,-80.482864910000004
149,,,IX149,149,23.569970730000001,-85.129968000000005
809,,,IV165,809,23.571441470000000,-83.404204050000004
1467,,,IT179,1467,23.573450959999999,-81.890585520000002
479,,,IW157,479,23.574441000000000,-84.267093029999998
1138,,,IU172,1138,23.575319239999999,-82.647403179999998
2779,,,IP203,2779,23.580846070000000,-79.286277650000002
148,,,IX148,148,23.581559980000002,-85.236307319999995
1795,,,IS185,1795,23.581678040000000,-81.239578969999997
808,,,IV164,808,23.584869720000000,-83.510307870000005
2451,,,IQ197,2451,23.585375760000002,-79.937363919999996
2123,,,IR191,2123,23.585653090000001,-80.588484730000005
478,,,IW156,478,23.586950089999998,-84.373323360000001
1466,,,IT178,1466,23.588488470000001,-81.996454819999997
1137,,,IU171,1137,23.589552420000000,-82.753396469999998
147,,,IX147,147,23.593035300000000,-85.342673710000000
1794,,,IS184,1794,23.597406110000001,-81.345347730000000
807,,,IV163,807,23.598184379999999,-83.616443020000006
2778,,,IP202,2778,23.598642989999998,-79.391685129999999
477,,,IW155,477,23.599345400000001,-84.479582899999997
2122,,,IR190,2122,23.602071309999999,-80.694142979999995
2450,,,IQ196,2450,23.602483610000000,-80.042901729999997
1465,,,IT177,1465,23.603412729999999,-82.102359140000004
1136,,,IU170,1136,23.603672159999999,-82.859422940000002
806,,,IV162,806,23.611385400000000,-83.722609259999999
476,,,IW154,476,23.611626909999998,-84.585871400000002
1793,,,IS183,1793,23.613021079999999,-81.451153090000005
2777,,,IP201,2777,23.616327320000000,-79.497133910000002
1135,,,IU169,1135,23.617678430000002,-82.965482339999994
1464,,,IT176,1464,23.618223680000000,-82.208298240000005
2121,,,IR189,2121,23.618376569999999,-80.799839419999998
2449,,,IQ195,2449,23.619478690000001,-80.148479289999997
475,,,IW153,475,23.623794570000001,-84.692188599999994
805,,,IV161,805,23.624472749999999,-83.828806310000004
1792,,,IS182,1792,23.628522900000000,-81.556994820000000
1134,,,IU168,1134,23.631571189999999,-83.071574429999998
